"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2011","Employed persons by place of work",337
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2012","Employed persons by place of residence",339
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2012","Employed persons by place of work",332
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2013","Employed persons by place of residence",364
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2013","Employed persons by place of work",366
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2014","Employed persons by place of residence",361
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2014","Employed persons by place of work",327
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2015","Employed persons by place of residence",247
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2015","Employed persons by place of work",222
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2016","Employed persons by place of residence",203
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2016","Employed persons by place of work",199
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2017","Employed persons by place of residence",278
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2017","Employed persons by place of work",265
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2018","Employed persons by place of residence",290
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2018","Employed persons by place of work",280
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2008","Employed persons by place of residence",24891
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2008","Employed persons by place of work",24917
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2009","Employed persons by place of residence",24366
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2009","Employed persons by place of work",24387
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2010","Employed persons by place of residence",24123
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2010","Employed persons by place of work",24106
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2011","Employed persons by place of residence",24188
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2011","Employed persons by place of work",24193
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2012","Employed persons by place of residence",23813
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2012","Employed persons by place of work",23800
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2013","Employed persons by place of residence",23481
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2013","Employed persons by place of work",23503
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2014","Employed persons by place of residence",22992
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2014","Employed persons by place of work",23005
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2015","Employed persons by place of residence",22644
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2015","Employed persons by place of work",22647
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2016","Employed persons by place of residence",21841
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2016","Employed persons by place of work",21850
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2017","Employed persons by place of residence",21338
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2017","Employed persons by place of work",21377
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2018","Employed persons by place of residence",21493
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-74 15-74 years","2018","Employed persons by place of work",21564
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-19 15-19 years","2008","Employed persons by place of residence",169
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-19 15-19 years","2008","Employed persons by place of work",162
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-19 15-19 years","2009","Employed persons by place of residence",138
"0 The whole country","64-66 Financial and insurance activities","2 Females","15-19 15-19 years","2009","Employed persons by place of work",124
